pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_imppar,st_teff,st_rad,st_mass,st_lum,st_logg,releasedate
0,4.20474000,0.052600,14.120,165.26000,0.28000,0.000000,,1600,0.3300,5590.00,1.79,1.09,,3.99,2014-05-14
0,4.20474000,0.052500,14.123,184.34140,0.36000,0.410000,,,,5590.00,1.79,1.09,,,2019-03-21
0,3.57532000,0.046700,11.287,3273.64900,12.50000,0.034000,,,,5900.00,1.08,1.05,,,2019-03-21
0,3.57532000,0.047600,11.287,3302.11000,12.60000,0.065000,,1500,0.5400,5900.00,1.08,1.05,,4.40,2014-05-14
0,5.20851000,0.060300,10.705,153.82972,0.69000,0.047000,,,0.2400,5150.00,1.78,1.01,,3.60,2015-04-16
0,5.20851000,0.059000,10.705,152.87623,0.68000,0.071000,,,,5150.00,1.78,1.01,,,2019-03-21
0,2.85057000,0.038600,10.088,270.15550,1.45000,0.082000,,,0.4300,5260.00,0.90,0.97,,4.30,2015-04-16
0,2.85057000,0.039000,10.088,266.97720,1.44000,0.120000,,,,5260.00,0.90,0.97,,,2019-03-21
0,2.85056150,,,,,,,,,5268.00,1.08,0.90,-0.094,4.33,2016-02-25
0,4.25679940,0.057400,11.321,6814.27520,25.90000,0.016000,,,,6740.00,1.56,1.37,,,2019-03-21
0,,,,,,,,,,6558.00,1.44,1.41,,4.25,2014-08-21
0,4.25679940,0.056940,11.135,6747.53090,,0.008000,,,0.5400,,1.54,1.36,,,2019-10-24
0,4.25679940,0.057830,11.624,6979.54680,24.50000,,,1695,,6740.00,1.57,1.40,,4.19,2016-01-14
0,4.25680000,,11.320,6883.91000,26.40000,0.000000,,,0.5500,6740.00,1.56,1.37,,4.22,2014-05-14
0,9.06005000,0.084400,11.310,921.70700,3.45000,0.007000,,,0.0000,5650.00,0.91,0.98,,4.40,2020-04-16
0,4.62941000,0.058600,16.365,266.97720,0.33000,0.020000,,,0.8700,5700.00,2.15,1.25,,3.85,2020-04-16
0,3.22748000,0.042900,18.831,349.61125,0.29000,0.000000,,1747,0.5800,6390.00,1.65,1.01,,4.01,2022-08-01
0,5.61653100,0.066000,15.805,216.12332,0.25000,0.000000,,1567,0.5730,6730.00,1.52,1.32,,4.16,2022-08-01
0,9.20205000,0.090250,13.339,223.43449,0.51700,0.140000,,,,6190.00,1.17,1.16,,,2019-03-21
0,9.20164964,,13.437,,,,203.95,964,,6190.00,1.12,,,4.37,2022-08-08
0,9.20205000,0.091200,13.002,232.33373,0.58300,,,1058,,6190.00,1.15,1.19,,4.40,2016-01-14
0,9.20205000,0.090000,13.340,228.83000,0.52500,0.000000,,1074,,6190.00,1.17,1.16,,4.41,2014-05-14
0,4.03791560,0.049500,14.079,145.88397,0.28800,,,1397,0.7600,,1.11,0.99,0.180,4.34,2019-10-10
0,4.03791560,,,,,,,,,,,,,,2022-10-18
0,4.03789620,0.049630,15.558,151.92274,0.22100,0.087000,,,,6100.00,1.19,1.00,,,2019-03-21
0,4.03789620,0.049470,15.558,148.42000,0.21700,0.090000,,1438,0.7550,6100.00,1.19,1.00,,4.19,2014-05-14
0,4.03790124,,18.383,,,,786.29,1351,,6100.00,1.27,,,4.29,2022-08-08
0,4.03789620,0.050040,13.249,149.38010,0.35400,,,1348,,6100.00,1.05,1.02,,4.41,2016-01-14
0,8.88662870,,,,,,,,,,,,,,2022-10-18
0,8.88659300,0.085500,13.068,940.74000,2.32000,0.100000,,1017,0.2910,6090.00,1.02,1.05,,4.43,2014-05-14
0,8.88659300,0.085400,13.070,937.59850,2.30000,0.180000,,,,6090.00,1.02,1.05,,,2019-03-21
0,8.88659300,0.085500,13.283,940.77680,2.21000,,,1025,,6090.00,1.04,1.05,,4.42,2016-01-14
0,0.85359165,0.017000,,4.73000,6.61000,0.120000,,,,5256.00,0.86,0.90,-0.289,4.52,2015-03-05
0,0.85358500,0.017000,,4.80000,,0.000000,,,,5256.00,0.86,0.90,-0.289,4.52,2015-09-10
0,0.85359163,,1.681,4.07661,,0.000000,,,,5275.00,0.83,0.82,,4.50,2020-11-19
0,0.85400000,,1.580,4.60000,6.50000,,,,,5313.00,0.84,0.88,,4.54,2019-08-29
0,0.85358500,0.017200,1.680,21.00000,,,,,0.6100,5275.00,0.87,0.93,,4.50,2015-03-05
0,0.85359159,0.017016,1.585,5.74000,7.50000,0.000000,,1756,0.7130,5259.00,0.82,0.91,,4.57,2015-03-05
0,0.85350000,,1.528,6.05600,9.35500,,,,,5250.00,,0.92,,,2022-07-18
0,0.85358500,0.016900,1.861,6.99226,6.00000,,,1910,,5250.00,0.96,0.88,,4.42,2016-01-14
0,3.69700000,,,13.28900,,,,,,5250.00,,0.92,,,2022-08-01
0,3.70000000,0.045000,,13.56000,,0.120000,,,,5256.00,0.86,0.90,-0.289,4.52,2014-07-09
0,3.69800000,0.046000,,8.40000,,0.000000,,,,5256.00,0.86,0.90,-0.289,4.52,2015-09-10
0,8.96600000,,,17.14200,,,,,,5250.00,,0.92,,,2022-08-16
0,6.21229000,0.063300,7.981,68.65128,0.74000,,,922,,5080.00,0.90,0.88,,4.47,2016-01-14
0,6.21244500,0.063600,6.938,69.28694,1.10000,,,870,0.5400,,0.80,0.89,-0.400,4.58,2019-10-10
0,6.21238100,0.063390,6.389,69.28694,1.45000,0.190000,,,,5080.00,0.77,0.88,,,2019-03-21
0,6.21229000,0.063000,6.390,69.92000,1.60000,0.000000,,,0.4900,5080.00,0.77,0.88,,4.58,2014-05-14
0,95.27265600,0.402900,11.949,268.88418,0.91000,0.134000,,,,5625.00,0.96,0.96,,,2019-03-21
0,95.27380000,0.407000,11.770,266.97000,0.90000,0.110000,,,0.0100,5625.00,0.94,0.99,,4.54,2014-05-14
0,95.27272500,,,,,,,,,,,,,,2022-10-18
0,95.27380000,0.402700,11.624,262.52758,0.92000,,,413,,5625.00,0.94,0.96,,4.48,2016-01-14
0,95.27265600,0.402100,11.949,266.97720,0.86000,0.133000,,420,0.1600,5625.00,0.96,0.96,,4.54,2017-12-14
0,6.71837000,0.071000,6.389,47.67450,1.10000,,132.26,938,0.4000,5970.00,0.79,1.08,-0.155,4.67,2017-09-15
0,6.71836780,,,,,,,,0.4900,5970.00,0.79,1.08,-0.155,4.67,2022-05-03
0,4098.10000000,5.750000,,,,0.000000,,,,,,0.51,,,2019-07-11
0,246.36000000,0.360000,,9057.77000,,0.345000,,,,,,0.07,,,2014-05-14
0,,330.000000,,3496.00000,,,,,,,0.27,0.33,,,2014-05-14
0,,,30.264,3496.13000,,,,2200,,4371.00,1.37,0.68,-0.212,4.00,2016-02-25
0,18.57000000,0.146200,,,,0.083000,,877,,6196.00,1.26,1.21,,4.41,2020-01-30
0,6.58400000,0.073300,,,,0.057000,,1239,,6196.00,1.26,1.21,,4.41,2020-01-30
0,2.88200000,0.042200,,,,0.070000,,1632,,6196.00,1.26,1.21,,4.41,2020-01-30
0,5.51600000,0.065100,,,,0.070000,,1314,,6196.00,1.26,1.21,,4.41,2020-01-30
0,5.20720000,0.066400,,,,0.078000,,1000,,6500.00,1.78,1.44,0.104,4.10,2020-01-30
0,6.67320000,0.066200,,,,0.140000,,854,,5138.00,0.91,0.87,,4.30,2020-01-30
0,6.67360000,0.066200,,,,0.000000,,854,,,,,,,2020-01-30
0,8693.00000000,8.600000,,1995.88832,,,,,,,,,,,2014-05-16
0,10220.00000000,8.190000,,,,0.390000,,,,,,0.69,,,2014-05-14
0,8.13826800,,5.700,,,0.000000,,850,0.1800,5428.00,0.96,1.01,-0.140,,2019-07-11
0,8.13870000,,5.630,413.17900,,,,,0.4000,5542.00,0.87,0.96,,4.60,2019-08-15
0,8.13822434,,6.496,,,,115.83,837,,5414.00,0.95,,,4.44,2022-08-09
0,6.79870000,0.034900,1.047,,,0.000000,,,0.4600,3648.00,0.28,0.29,,5.00,2020-11-19
0,28.16560000,,1.870,,,,,,0.2400,,,0.41,,,2019-06-13
0,28.16960000,,2.200,,,,,,,,0.37,,,,2019-09-05
0,0.72091000,,1.500,,,,,,,5633.00,0.94,,,4.40,2021-10-25
0,2.13174000,,0.692,,,,,,0.2100,,,0.78,,,2019-06-13
0,0.87721400,,1.300,,,,,,,5820.00,0.93,,,4.60,2021-10-25
0,0.87718300,,1.406,,,,,,,5705.00,0.93,,,4.48,2018-02-15
0,0.87703000,,1.200,,,,,1874,0.4100,5711.17,0.99,1.02,-0.026,4.45,2018-08-02
0,3.80464000,,1.220,,,,,,0.6100,,,1.07,,,2019-06-13
0,2.71578000,,1.030,,,,,,0.2100,,,0.67,,,2019-06-13
0,2.04780000,0.029600,0.908,,,0.000000,,,0.1200,4520.00,0.66,0.73,-0.364,4.66,2020-11-19
0,3.96151000,,1.000,,,,,,0.4000,,,0.61,,,2019-06-13
0,3.96165000,,1.480,,,,,,,,0.63,,,,2019-09-05
0,4.16888000,,1.410,,,,,,,,0.63,,,,2019-09-05
0,4.16980000,0.035000,1.040,,,,,,0.2100,5053.00,0.63,0.80,,4.59,2020-11-19
0,4.16959000,,1.100,,,,,,0.3600,,,0.80,,,2019-06-13
0,8.05072200,,1.310,,,,,961,0.0640,5502.70,0.83,0.88,,,2019-08-15
0,8.05160000,,1.620,,,,,,,,0.90,,,,2019-09-05
0,8.04680000,,1.180,,,,,,0.3100,,,0.91,,,2019-06-13
0,4.50756000,,1.700,,,,,,0.7000,,,0.93,,,2019-06-13
0,4.50717000,,1.440,,,,,,,,0.82,,,,2019-09-05
0,0.91165670,,1.350,,,,,,0.9600,5648.00,0.94,,,,2015-12-05
0,0.91161800,,1.160,,,,,,,,0.82,,,,2019-09-05
0,0.91172400,,1.400,,,,,,,5724.00,1.10,,,4.50,2021-10-25
0,14.64154100,,2.940,,,,,,0.9400,5648.00,0.94,,,,2015-12-05
0,14.63700000,,4.000,,,,,,,6438.00,1.50,,,4.20,2016-07-18
0,14.64350000,,2.520,,,,,,,,0.82,,,,2019-09-05
0,14.64753100,,2.600,,,,,,,5724.00,1.10,,,4.50,2021-10-25
0,2.87814000,,1.010,,,,,,0.2600,,,0.22,,,2019-06-13
0,5.29860000,,1.700,,,,,,,4114.00,0.50,,,4.80,2022-03-28
0,5.29711000,,1.620,,,,,,0.2600,,,0.56,,,2019-06-13
0,5.29853000,,3.320,,,,,,,,0.67,,,,2019-09-05
0,0.35490972,,1.450,,,,,,0.2500,3893.00,0.57,,,,2015-12-05
0,0.35488400,,1.200,,,,,,,4114.00,0.50,,,4.80,2021-10-25
0,2.25558000,,2.000,,,,,,,,0.37,,,,2019-09-05
0,2.25543600,,1.000,,,,,,,3297.00,0.25,,,4.90,2022-03-28
0,2.25372000,,0.900,,,,,,0.2800,,,0.41,,,2019-06-13
0,1.58316000,,1.220,,,,,,,,0.67,,,,2019-09-05
0,1.58252000,,0.960,,,,,,0.5700,,,0.71,,,2019-06-13
0,17.51250000,,2.150,,,,,,,,0.67,,,,2019-09-05
0,17.50166200,,2.630,,,,,,0.6200,4749.00,0.73,,,,2015-12-05
0,17.51547200,,2.094,,,,,,0.2680,4752.00,0.76,0.83,,4.60,2022-03-16
0,21.15950000,,,,,,,,,3811.00,0.60,0.59,-1.169,4.65,2017-12-14
0,21.16961900,,2.200,,,0.180000,,,0.3800,3880.00,0.59,0.61,-1.153,,2016-12-21
0,21.16986100,0.131000,1.980,,,0.060000,3.50,,,4148.21,0.57,0.66,,,2017-10-26
0,21.17623917,,,,,,,,,3811.00,0.60,0.59,-1.169,4.65,2016-12-21
0,21.16860000,,2.180,,,,,,,,0.64,,,,2019-09-05
0,21.17019630,0.119500,1.920,,,,,431,0.3800,4057.00,0.58,0.62,,4.70,2021-09-20
0,19.50735025,,,,,,,,,6128.00,1.36,1.16,0.373,4.23,2016-12-21
0,19.49179500,,5.847,,,,,,,6046.00,1.41,,,4.14,2018-02-15
0,19.49213000,0.148000,6.120,27.00000,0.65000,0.000000,,886,0.8500,6025.00,1.38,1.18,,4.25,2018-05-31
0,19.49221000,0.149300,5.760,,,,,817,0.5800,6069.00,1.39,1.17,,4.22,2018-10-26
0,19.49100000,,,,,,,,0.0350,6128.00,1.36,1.16,0.373,4.23,2016-07-18
0,19.49183000,,5.960,,,,,,,,1.40,,,,2019-09-05
0,19.49213200,,6.000,,,,,,0.4600,,1.48,,,,2017-12-14
0,19.49214730,,5.507,,,,31.91,662,,6128.00,1.36,,,4.23,2022-08-09
0,19.49196500,,6.800,,,,,,,6320.00,1.49,,,4.22,2019-02-26
0,2.28896000,,1.830,,,,,,,,0.75,,,,2019-09-05
0,2.28936300,,1.480,,,,,1149,0.4100,5171.00,0.80,0.83,,4.55,2021-08-30
0,2.28943000,,1.323,,,,,,0.4500,,,0.83,,,2019-06-13
0,5.21378000,,2.290,,,,,,,,0.75,,,,2019-09-05
0,5.21300000,,,,,,,,0.0700,5008.00,0.78,0.83,-0.467,4.58,2016-07-18
0,5.21396500,,2.270,,,,,866,0.3900,5171.00,0.80,0.83,,4.55,2021-08-23
0,18.09710000,,2.210,,,,,,,,1.22,,,,2019-09-05
0,18.09830000,,2.170,,,,,,0.7400,,,1.11,,,2019-06-13
0,34.88500000,,1.600,,,,,,0.2800,,,0.91,,,2019-06-13
0,15.28410000,,1.390,,,,,,,,0.98,,,,2019-09-05
0,15.28410000,,1.120,,,,,,0.2400,,,0.95,,,2019-06-13
0,15.28078000,,1.260,,,,,756,0.4300,6004.00,0.98,0.99,,4.45,2021-08-30
0,23.22600000,,,,,,,,0.3990,6055.00,0.95,1.13,0.038,4.54,2016-07-18
0,23.24110566,,,,,,,,,6055.00,0.95,1.13,0.038,4.54,2016-12-21
0,23.22600100,,2.245,,,,,,,5928.00,0.95,,,4.49,2018-02-15
0,23.22590000,,2.310,,,,,,,,0.98,,,,2019-09-05
0,23.22600000,,2.300,,,,,,0.4900,,0.95,,,,2017-12-14
0,23.22855500,,2.320,,,,,658,0.4300,6004.00,0.98,0.99,,4.45,2021-08-23
0,0.57865700,,1.200,,,,,,,5765.00,0.93,,,4.40,2021-10-25
0,11.81143700,,2.300,,,,,,,5765.00,0.93,,,4.40,2021-10-25
0,11.81387000,,2.670,,,,,,,,0.95,,,,2019-09-05
0,13.60300000,,,,,,,,0.0000,4581.00,0.67,0.72,-0.751,4.65,2016-07-18
0,13.60697954,,,,,,,,,4581.00,0.67,0.72,-0.751,4.65,2016-12-21
0,13.60300000,0.098000,2.586,,,0.200000,,536,0.4790,4684.00,0.67,0.69,,4.62,2019-07-25
0,65.55000000,0.280000,2.690,,,0.200000,,316,0.5670,4684.00,0.67,0.69,,4.62,2019-07-25
0,0.76240600,,0.990,,,,,,,5620.00,0.89,,,4.50,2021-10-25
0,0.70531000,,1.480,,,,,,0.2500,,,0.94,,,2019-06-13
0,0.70531000,,1.600,,,,,,,5499.00,1.00,,,4.50,2022-03-28
0,0.70538600,,1.730,,,,,,,,1.01,,,,2019-09-05
0,0.57128500,,1.816,,,,,,,,1.02,,,,2019-09-05
0,0.57129200,0.011600,1.520,8.36000,13.10000,0.000000,,2333,0.1800,5470.00,0.87,0.94,,4.53,2018-06-21
0,0.57121200,,1.600,,,,,,,5613.00,0.95,,,4.60,2022-03-28
0,0.57133100,0.013400,1.820,,,,,2119,0.4200,5617.00,0.98,0.97,,4.45,2018-10-26
0,0.57133600,,1.800,,,,,,0.4800,,0.97,,,,2017-12-14
0,0.57130800,,1.460,,,0.000000,,,,5590.00,0.83,0.93,-0.119,4.56,2017-01-26
0,0.57133600,0.013120,1.820,9.00000,8.57000,,4293.00,2063,0.4700,5496.00,0.95,0.92,,4.42,2017-12-14
0,0.57100000,,1.712,7.72000,8.50000,,,,,5496.00,0.98,0.90,,4.42,2019-08-29
0,0.57129900,,1.669,,,,,,,5590.00,0.91,0.97,,4.54,2018-02-15
0,13.33907900,0.109100,2.730,,,,,741,0.4100,5617.00,0.98,0.97,,4.45,2018-10-26
0,13.34124500,,2.530,,,0.000000,,,,5590.00,0.83,0.93,-0.119,4.56,2017-01-26
0,13.33974600,,2.705,,,,,,,5590.00,0.91,0.97,,4.54,2018-02-15
0,13.33870000,0.107100,2.770,5.70000,1.30000,,64.00,722,0.4700,5496.00,0.95,0.92,,4.42,2017-12-14
0,13.33461500,,2.200,,,,,,,5613.00,0.95,,,4.60,2022-03-28
0,13.33868700,,2.800,,,,,,0.4700,,0.97,,,,2017-12-14
0,13.33877000,,3.790,,,,,,,,1.02,,,,2019-09-05
0,13.33970000,0.105000,2.500,5.80000,2.00000,0.180000,,774,0.3100,5470.00,0.87,0.94,,4.53,2018-06-21
0,0.72811300,,1.100,,,,,,,3782.00,0.32,,,5.00,2021-10-25
0,0.72813000,,1.270,,,,,932,0.4900,3506.00,0.42,0.42,-1.612,4.80,2018-08-02
0,6.18023500,0.072290,11.781,953.49000,3.10000,,642.00,1401,0.6470,6202.00,1.59,1.32,0.526,4.16,2018-10-26
0,6.18026750,,13.274,,,,519.97,1330,,6513.00,1.74,,,4.08,2022-08-09
0,3650.00000000,4.500000,12.442,4131.79000,,0.000000,0.19,183,0.7900,4898.00,2.70,0.90,,3.52,2019-07-25
0,3.59510000,0.047000,1.950,8.75000,6.39000,0.060000,1037.00,1616,0.4200,5430.00,1.71,1.05,,3.99,2020-02-13
0,15.62400000,0.130000,3.670,14.67000,1.62000,0.070000,160.00,990,0.6000,5430.00,1.71,1.05,,3.99,2020-02-13
0,35.74700000,0.220000,3.940,10.18000,0.91000,0.150000,53.00,752,0.2500,5430.00,1.71,1.05,,3.99,2020-02-13
0,,800.000000,,5085.28000,,,,2375,,2838.00,,0.05,-0.699,,2016-03-10
0,2.30538000,0.022790,,,,,20.50,587,,3326.00,0.30,0.30,-1.972,4.85,2021-07-12
0,8.05180000,0.052500,,,,,3.87,387,,3326.00,0.30,0.30,-1.972,4.85,2021-07-12
0,5.74600700,0.038500,2.025,,,0.000000,7.20,456,0.6720,3348.00,0.31,0.29,-1.971,4.93,2020-01-16
0,5.74599450,,2.061,,,,4.00,393,,3413.00,0.32,,,4.91,2022-08-09
0,5.74591200,,,,,,,,,3390.00,0.31,,,4.94,2019-02-26
0,3.20400000,0.021000,,,,0.310000,3.80,,,2953.00,0.16,0.12,-2.770,,2020-02-27
0,6.68900000,0.035000,,,,0.290000,1.40,,,2953.00,0.16,0.12,-2.770,,2020-02-27
0,13.03100000,0.054000,,,,0.530000,0.60,,,2953.00,0.16,0.12,-2.770,,2020-02-27
0,1.62893100,0.015300,1.130,1.66000,6.30000,0.220000,,529,,3270.00,0.21,0.18,-2.359,,2020-06-04
0,1.62893000,,1.160,1.62000,6.00000,0.000000,,409,0.3800,3270.00,0.21,0.18,-2.359,,2015-11-12
0,1.62893220,,1.215,,,,20.96,546,,3202.00,0.23,,,4.86,2022-08-08
0,,,,1.58000,,,,,,,,,,,2016-12-01
0,1.62892870,0.015330,1.430,1.63000,3.10000,,,644,,,0.26,0.18,,4.88,2017-07-27
0,8.92900000,0.047600,,,,0.270000,,300,,3270.00,0.21,0.18,-2.359,,2018-06-21
0,41.38000000,0.166000,,,,0.380000,,,,3287.00,0.36,0.34,-1.869,4.87,2017-10-19
0,41.37500000,0.168600,,,,0.366000,,,,3357.57,0.37,0.37,,4.88,2021-09-20
0,41.39700000,0.163506,,,,0.314000,,,,3287.00,0.36,0.34,-1.869,4.87,2014-05-14
0,535.90000000,0.930200,,,,0.270000,,,,3357.57,0.37,0.37,,4.88,2021-09-20
0,532.58000000,0.912000,,,,0.342000,,,,3287.00,0.36,0.34,-1.869,4.87,2017-10-19
0,1.58040481,,,,,,,,,3000.00,,,,5.00,2015-10-15
0,1.58040456,0.014110,2.847,6.26125,1.49000,,,,,3026.00,0.22,0.15,,4.94,2015-12-03
0,1.58040482,,2.650,6.45000,1.89000,,,,,3170.00,0.18,0.16,,5.12,2014-10-29
0,,,,,,,,,0.1900,3026.00,0.20,,,5.00,2015-08-27
0,1.58040433,0.014900,2.742,8.17000,2.20000,0.063000,21.00,596,0.3250,3250.00,0.21,0.18,-2.337,5.03,2021-08-16
0,1.58040465,,,,,0.000000,,,,3074.00,0.21,0.18,-2.431,5.04,2015-10-15
0,1.58040494,,,,,0.000000,,,,3074.00,0.21,0.18,-2.431,5.04,2015-07-02
0,1.58039250,,2.678,6.55000,1.87000,0.140000,,555,0.3540,3026.00,0.21,0.16,-2.484,4.99,2016-01-28
0,1.58040835,,,,,,,,0.2773,3074.00,0.21,0.18,-2.431,5.04,2015-10-22
0,1.58040430,,2.610,,,,,,0.1750,,0.20,,,,2015-12-17
0,1.58040481,,,,,,,,,3026.00,0.21,,,5.00,2015-09-18
0,1.58040417,,,,,,,604,0.3850,3250.00,0.22,0.18,-2.312,4.99,2015-12-17
0,1.58040490,,2.640,,,,,,0.3130,,0.21,0.16,,,2014-10-29
0,1.58040487,,2.740,6.37000,1.68000,,,547,0.4100,2949.00,0.21,0.15,-2.553,4.94,2016-01-28
0,1.58040482,,2.270,6.43000,3.03000,,,,,,0.21,0.16,,4.99,2014-10-29
0,1.58040454,,,,,,,,,3026.00,0.21,0.16,-2.484,4.99,2022-01-24
0,0.51823490,0.009160,1.193,2.09000,,0.000000,,1089,0.4400,3458.00,0.39,0.38,-1.708,,2020-02-13
0,0.51823846,,1.140,,,,255.14,1019,,3325.00,0.39,,,4.89,2022-08-08
0,0.51824160,0.009150,1.180,1.32000,,,233.00,,0.4200,3458.00,0.39,0.38,,,2022-09-19
0,0.51824180,,,,,,,,0.3800,3458.00,0.39,0.38,-1.708,,2022-05-03
0,3.65110000,0.026000,,,,0.040000,,,,3236.00,0.19,0.18,-2.439,5.09,2018-12-06
0,35.61253000,0.191500,2.610,22.70000,7.00000,0.188000,,422,0.5870,4640.00,0.69,0.73,-0.686,4.61,2019-04-25
0,35.58900000,0.193200,,30.63000,,0.325000,,,,,0.73,0.76,-0.706,,2019-02-14
0,35.61344463,,2.629,,,,5.62,393,,4628.53,0.71,,,4.32,2022-08-08
1,11.44330000,0.071700,,,,0.000000,,550,,3567.00,0.39,0.38,-1.663,4.90,2019-10-10
1,11.44320000,0.073200,,,,0.075000,,,,3742.67,0.38,0.40,,4.89,2021-09-20
1,11.44070000,0.072000,,,,0.094000,,,,3607.00,0.38,0.38,-1.655,4.87,2019-10-10
0,7600.00000000,5.400000,,,,0.270000,,,,3607.00,0.38,0.38,-1.655,4.87,2019-10-10
0,5.23540000,0.053000,,,,0.060000,,,,4347.00,,0.69,-0.796,,2019-10-10
0,8.63182000,0.060700,,,,0.073000,,,,,,,,,2017-01-26
0,25.63058000,0.125400,,,,0.099000,,,,,,,,,2017-01-26
0,603.95116000,1.030400,,,,0.373000,,,,,,,,,2017-01-26
0,2288.00000000,2.410000,,,,0.210000,,,,3370.00,0.38,0.36,-1.796,4.83,2014-05-14
0,2333.00000000,2.523000,,,,0.169000,,,,3411.78,0.38,0.39,,4.87,2021-09-20
0,17.13300000,0.092000,,,,0.070000,,,,,,0.43,,,2020-02-13
0,17.38000000,0.103000,,,,0.110000,,,,3371.00,,0.43,-1.886,,2019-10-10
0,24.32900000,0.129000,,,,0.090000,,,,3371.00,,0.43,-1.886,,2019-10-10
0,106.30000000,0.309000,,,,0.140000,,,,,,0.43,,,2020-02-13
0,2.38128933,0.034411,,,,0.239302,,,,,,0.96,,,2022-09-21
0,25533.11353048,16.763449,,4067.84698,,0.040554,,,,,,0.96,,,2022-09-19
0,69.97100000,0.283000,,,,0.720000,,,,,,0.62,,,2020-09-03
0,121.99500000,0.339000,,,,0.190000,,,,,,0.58,,,2020-02-13
0,121.93267601,0.384214,,,,0.365639,,,,,,0.51,,,2022-09-21
0,526.11500000,0.898000,,,,0.100000,,,,,,0.58,,,2020-02-13
0,471.00000000,0.970000,,,,0.100000,,,,3564.00,,0.58,-1.553,,2019-10-10
0,579.47494672,1.086215,,,,0.403522,,,,,,0.51,,,2022-09-21
0,14.23800000,0.081800,,,,0.100000,2.53,351,,3451.00,0.36,0.36,-1.772,4.96,2021-03-04
0,15.81900000,0.101000,,,,0.080000,,,,3542.00,,0.53,-1.585,,2019-10-10
0,18.64980000,0.091101,,,,0.100000,1.06,,,3382.00,0.29,0.29,-2.056,,2017-03-30
0,4.72340000,0.036467,,,,0.170000,6.66,,,3382.00,0.29,0.29,-2.056,,2017-03-30
0,133.71000000,0.490000,,,,0.511000,,350,,5540.00,0.90,0.90,-0.180,4.70,2014-05-14
0,11.94900000,0.079000,,,,0.220000,,,,,,0.47,,,2020-02-13
0,2.85310081,,2.127,,,,42.23,650,,3703.00,0.52,,,4.76,2022-08-08
0,2.85313600,0.031650,2.130,3.34000,1.89000,0.320000,,693,0.6310,3556.00,0.52,0.52,-1.342,4.73,2022-09-14
0,1.22003000,0.019700,,,,0.190000,118.10,,,3717.00,0.50,0.68,-1.347,,2017-03-30
0,5.97400000,0.057000,,,,0.110000,13.90,,,3717.00,0.50,0.68,-1.347,,2017-03-30
0,257.80000000,0.698000,,,,0.320000,0.10,,,3717.00,0.50,0.68,-1.347,,2017-03-30
0,695.36000000,1.180000,,,,0.098000,,,,3492.73,0.43,0.45,,4.82,2021-09-20
0,695.66000000,1.151000,,,,0.070000,,,,,,0.42,,,2020-09-03
0,692.00000000,1.150000,,794.50000,,0.110000,,,,3510.00,,0.42,,,2014-08-27
0,692.90000000,0.950000,,,,0.193000,,,,,,0.26,,,2014-08-27
0,6739.32300000,5.230000,,,,0.170000,,,,,,0.42,,,2020-09-03
0,7500.00000000,5.780000,,,,0.250000,,,,3492.73,0.43,0.45,,4.82,2021-09-20
0,5312.00000000,,,,,0.308000,,,,,,0.24,,,2018-11-29
0,10000.00000000,25.000000,,,,0.810000,,,,3510.00,,0.42,,,2018-12-06
0,10.66668640,0.091179,,,,0.929006,,,,,,0.89,,,2022-09-21
0,4100.00000000,4.500000,,,,0.370000,,,,3900.00,,0.69,,,2014-05-14
0,30.59870000,0.143390,,,,0.060000,1.07,,,3466.00,0.40,0.42,-1.658,,2017-03-30
0,30.60000000,0.143400,,,,0.070000,,,,3466.00,0.40,0.42,-1.658,,2014-12-03
0,122.61960000,0.361750,,,,0.110000,0.17,,,3466.00,0.40,0.42,-1.658,,2017-03-30
0,123.75000000,0.364000,,,,0.330000,,,,3466.00,0.40,0.42,-1.658,,2014-12-03
0,48.13450000,0.193940,,,,0.120000,0.59,,,3466.00,0.40,0.42,-1.658,,2017-03-30
0,13.25430000,0.082080,,,,0.210000,3.34,,,3466.00,0.40,0.42,-1.658,,2017-03-30
0,5.36360000,0.032820,,,,0.230000,2.58,,,3159.00,0.12,0.16,-2.569,,2017-03-30
0,40.54000000,0.126400,,,,0.170000,0.17,,,3159.00,0.12,0.16,-2.569,,2017-03-30
0,14.20700000,0.089000,,,,0.310000,,,,3526.00,0.44,0.47,-1.538,,2014-12-03
0,24.45000000,0.141000,,,,0.110000,,391,,4005.00,0.58,0.64,-1.101,4.68,2020-07-09
0,3.33665000,0.035570,4.830,13.90000,0.72000,,,,0.4000,3600.00,0.57,0.54,,4.66,2016-09-08
0,3.33668590,,4.363,,,,40.58,703,,3552.00,0.50,,,4.74,2022-08-09
0,3.33714000,0.034800,4.200,14.00000,1.07000,0.051000,,615,,3600.00,0.50,0.54,-1.538,,2014-05-14
0,3.33666500,,,,,,,,,3552.00,0.50,0.50,-1.446,4.74,2016-09-08
0,3.33664130,,,,,,,,0.4700,3552.00,0.50,0.50,-1.446,4.74,2016-09-08
0,3.33664900,0.035960,4.320,14.10000,0.94000,,,,0.2810,,0.53,0.56,,4.74,2016-09-08
0,3.33664960,0.035500,4.570,13.90000,0.80000,,,594,,3600.00,0.55,0.54,,4.70,2016-09-29
0,3.33664900,,3.880,12.58000,0.93000,0.114000,,615,,3652.00,0.48,0.51,-1.538,4.66,2020-05-07
